,Goals,Assists,Ball TO Forced,Contact TO Forced,Beat TO Forced,Resets Forced,Errors,ISR Catches,OSR Catches,Blues,Yellows,Second Yellows,Straight Reds
TEXAS-KASYE BEVERS,4,0,1,0,0,0,0,0,0,0,0,0,0
TEXAS-GRAYSON BRIGGS,3,0,0,2,0,0,1,0,0,0,0,0,0
TXST-ERIC REYES,2,1,0,0,0,0,0,0,0,0,0,0,0
TEXAS-LUKE MEISSNER,2,0,0,0,0,0,0,0,0,0,0,0,0
TEXAS-AIDAN PARSI,1,2,1,0,0,0,1,0,0,0,0,0,0
TXST-TAYLOR AHOYT,1,1,0,0,0,0,1,0,0,0,0,0,0
TXST-AMBER BONHOMME,1,0,0,0,0,0,0,0,0,0,0,0,0
TXST-JUSTIN DUGIE,1,0,0,0,0,0,1,0,0,0,0,0,0
TXST-NICK ED,1,0,1,1,0,0,2,0,0,0,0,0,0
TEXAS-DAVIS ROE,0,3,3,1,0,0,2,0,0,0,0,0,0
TEXAS-MICHAEL JOHNSTON,0,1,0,0,0,0,0,0,0,0,0,0,0
TEXAS-JACK WANG,0,0,0,0,1,0,0,0,0,0,0,0,0
TEXAS-KYLIE MCBRIDE,0,0,0,0,1,0,0,0,0,0,0,0,0
TEXAS-RICHMOND KEELING,0,0,0,0,2,1,0,0,0,0,0,0,0
TEXAS-UNK,0,0,1,0,0,1,0,0,0,0,0,0,0
TXST-BAILEE FIELDS,0,0,0,0,3,1,0,0,0,0,0,0,0
TXST-BRADLEY HIMES,0,0,0,0,1,0,0,0,0,0,0,0,0
TXST-CAMERON OGILVIE,0,0,0,0,2,0,0,0,0,0,0,0,0
TXST-MARKO SOLIS,0,0,0,0,0,0,0,0,0,0,1,1,0
TXST-UNK,0,0,0,0,1,0,0,0,0,0,0,0,0
TEXAS-SOPHIA DESALVO,0,0,0,0,0,0,1,0,0,0,0,0,0
TXST-AUDREY FRY,0,0,1,0,0,0,1,0,0,0,0,0,0
TXST-CLAYTON CARLISLE,0,0,0,0,0,0,1,0,0,0,0,0,0
TXST-DANIEL LOPEZ-MARTINEZ,0,0,0,1,0,0,1,0,0,0,0,0,0
TXST-TIM NGUYEN,0,0,0,0,0,0,1,0,0,0,0,0,0
